name,online_order,book_table,rate,votes,location,rest_type,cuisines,cost_for_two,type
RockSalt,Yes,Yes,4.4,484,St. Marks Road,others,others,1900.0,Pubs and bars
Bistro Oui,Yes,Yes,4.1,402,Koramangala 5th Block,others,others,1200.0,Dine-out
The ThickShake Factory,Yes,No,2.8,19,Cunningham Road,others,others,350.0,Delivery
Hotel Ruchi Priya,Yes,No,3.6,22,Wilson Garden,Quick Bites,North Indian,350.0,Delivery
Phulke Ghar Ke,Yes,No,4.0,532,Bellandur,Quick Bites,"North Indian, Chinese",300.0,Delivery
Vaigai Express,Yes,No,3.3,9,Whitefield,others,"South Indian, North Indian, Chinese",400.0,Dine-out
Yo! Thali,Yes,No,4.1,0,HSR,Quick Bites,"North Indian, South Indian, Chinese",400.0,Delivery
Chocolate Bomb,No,No,3.5,0,BTM,Bakery,Bakery,300.0,Delivery
Tea and Wine Lounge,No,No,3.5,10,Race Course Road,Cafe,others,800.0,Cafes
MM Tiffen Center,No,No,3.2,0,Banashankari,Quick Bites,"South Indian, Fast Food",150.0,Dine-out
Koobi Veg & Non-Veg,No,No,2.9,0,Kammanahalli,Quick Bites,others,450.0,Delivery
Hotel Fine,Yes,No,3.5,24,Vasanth Nagar,Casual Dining,"North Indian, Chinese",450.0,Delivery
Chaatimes,Yes,No,4.2,9,BTM,Quick Bites,others,250.0,Delivery
Al-Baik Kabab Centre,No,No,3.8,0,Banaswadi,Quick Bites,others,300.0,Delivery
Lazeez Corner,Yes,No,3.1,7,HSR,Quick Bites,"North Indian, Mughlai, Chinese",500.0,Delivery
Haldiram's Express,Yes,No,3.6,44,Brigade Road,others,North Indian,300.0,Dine-out
Shyamali Fast Food Kolkata Style,No,No,3.6,0,Ejipura,Quick Bites,others,250.0,Delivery
Sangam Restaurant,No,No,3.7,81,Rajajinagar,Casual Dining,"North Indian, South Indian, Chinese",600.0,Dine-out
Kabab Souq,No,No,3.4,7,Electronic City,Quick Bites,"North Indian, Chinese",400.0,Dine-out
Om Sweets & Fast Food,No,No,3.4,19,Brookefield,Quick Bites,others,200.0,Dine-out
Kitchen On Table,Yes,No,4.0,56,Brigade Road,Casual Dining,others,1500.0,Dine-out
Sri Ganesh Juice Junction,Yes,No,3.7,129,Koramangala 8th Block,others,others,150.0,Delivery
Hungry Hippie,No,Yes,4.3,1474,Koramangala 5th Block,Cafe,others,800.0,Cafes
Keventers,Yes,No,3.8,26,BTM,others,others,400.0,Desserts
Parisar Veg Restaurant,Yes,No,3.6,65,Bommanahalli,Casual Dining,others,400.0,Delivery
Smoothies Cafe,Yes,No,3.1,0,HBR Layout,"Takeaway, Delivery",others,200.0,Delivery
Arya Hungry?,Yes,No,4.3,280,Koramangala 7th Block,Quick Bites,North Indian,450.0,Dine-out
Chumma Delicious,Yes,No,3.7,237,Banashankari,Quick Bites,"South Indian, Fast Food",200.0,Dine-out
Green Theory,Yes,Yes,4.2,2838,Residency Road,others,others,800.0,Cafes
Nagappa Naidu Hotel,No,No,3.1,0,Bommanahalli,Quick Bites,South Indian,200.0,Dine-out
Happy House Restaurant,No,No,3.1,41,Sarjapur Road,Casual Dining,others,600.0,Delivery
Anju's Cafe,No,No,3.4,6,JP Nagar,Cafe,others,600.0,Dine-out
1Q1,No,Yes,4.3,606,Infantry Road,"Casual Dining, Bar",others,2500.0,Pubs and bars
Biriyani's & Curries,No,No,3.4,0,Bellandur,Quick Bites,"Andhra, Biryani",400.0,Delivery
Mockaholic Restro Beer Cafe,Yes,No,3.9,914,JP Nagar,others,others,1000.0,Delivery
Northern Flavour,No,No,3.2,0,Rajajinagar,"Takeaway, Delivery",North Indian,300.0,Delivery
Amigos Kitchen,Yes,No,3.7,64,Banaswadi,Quick Bites,others,400.0,Delivery
Jayanagara Donne Biryani,Yes,No,3.6,60,Jayanagar,Quick Bites,"Biryani, South Indian",400.0,Delivery
Oye Mithai,Yes,No,3.8,0,Koramangala 1st Block,others,Mithai,200.0,Delivery
KrumbKraft,No,No,3.5,5,Domlur,Bakery,others,300.0,Desserts
Mount View Fast Food,No,No,3.3,4,Vasanth Nagar,others,others,100.0,Delivery
Kanteen 038,Yes,No,4.0,51,Indiranagar,Quick Bites,others,200.0,Delivery
The Chef's Cake & Bakes,Yes,No,3.8,0,Richmond Road,Dessert Parlor,Desserts,800.0,Delivery
Abhiruchi Restaurant,Yes,No,3.4,7,Sarjapur Road,Casual Dining,others,550.0,Dine-out
Food Treat,No,No,3.4,0,Koramangala 1st Block,Quick Bites,others,400.0,Delivery
Arzak,No,No,3.1,0,HSR,"Takeaway, Delivery",others,300.0,Delivery
Grilliez,Yes,No,4.1,573,HSR,Cafe,others,600.0,Delivery
Via Milano,Yes,Yes,4.2,1629,Koramangala 4th Block,Casual Dining,others,1500.0,Dine-out
Make It Roll,Yes,No,3.8,43,HSR,Quick Bites,others,400.0,Delivery
Dunkin' Donuts,Yes,No,4.0,1086,Brigade Road,others,others,550.0,Delivery
Tangerine - Davanam Sarovar Portico Suites,Yes,Yes,4.0,0,Koramangala 2nd Block,Casual Dining,others,1100.0,Buffet
Third Wave Coffee Roasters,No,No,4.4,1225,Koramangala 4th Block,Cafe,others,800.0,Cafes
Chef's Gallery,No,No,3.5,95,Bellandur,Casual Dining,others,700.0,Dine-out
Mumbai Vada Pav,No,No,3.6,0,Marathahalli,Quick Bites,others,200.0,Dine-out
Dabba Gosht,Yes,No,3.5,7,BTM,"Takeaway, Delivery",others,400.0,Delivery
Great Indian Rolls,Yes,No,3.3,4,Basavanagudi,Quick Bites,others,100.0,Delivery
Firangi Bake,Yes,No,3.9,58,Indiranagar,Delivery,others,600.0,Delivery
Polamma's Mess,No,No,3.8,26,Koramangala 7th Block,others,"North Indian, Chinese, Biryani",300.0,Dine-out
Bangalore Pizza & Pulse Juice Bar,No,No,3.6,0,Bannerghatta Road,others,others,500.0,Delivery
Coastal Delight,Yes,No,4.1,198,Indiranagar,Casual Dining,others,650.0,Delivery
Sharma's Malai & Masala,Yes,No,4.0,457,Koramangala 1st Block,Casual Dining,North Indian,650.0,Dine-out
OPUS Club,No,Yes,4.4,1496,Sarjapur Road,others,others,1900.0,Pubs and bars
Cake Yard,No,No,2.9,30,Koramangala 7th Block,Dessert Parlor,Desserts,250.0,Desserts
Sector 7 CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,4.3,1101,HSR,Cafe,others,700.0,Delivery
Sri Srinivas Park Hotel,Yes,No,3.2,0,BTM,Quick Bites,"North Indian, South Indian",250.0,Delivery
JFD Cafe,No,No,3.0,0,Electronic City,Cafe,"Cafe, Fast Food",400.0,Cafes
The Cravery,Yes,No,2.6,18,JP Nagar,Cafe,others,500.0,Delivery
Dhaba - Estd 1986 Delhi,Yes,Yes,4.4,1420,Indiranagar,"Casual Dining, Bar",North Indian,1100.0,Dine-out
Chikkanna Biryani Hotel,No,No,3.4,0,Basaveshwara Nagar,Quick Bites,"South Indian, Biryani",300.0,Dine-out
Annalakshmi,No,No,3.7,0,Whitefield,Quick Bites,Chinese,400.0,Dine-out
Mom's Flavor,No,No,3.4,0,Marathahalli,"Takeaway, Delivery",North Indian,400.0,Delivery
Asia In A Box,Yes,No,3.2,5,Koramangala 1st Block,"Takeaway, Delivery",others,550.0,Delivery
Biggies Burger 'n' More,Yes,No,3.8,208,BTM,others,others,650.0,Cafes
Lakeview Milkbar,No,No,4.0,1460,MG Road,others,others,450.0,Delivery
The Taste Adda,No,No,3.0,0,Ulsoor,Quick Bites,others,200.0,Dine-out
Khatta Meetha Teekha,Yes,No,4.2,189,Koramangala 6th Block,Quick Bites,others,300.0,Dine-out
Thani Nadan Food,No,No,2.9,0,BTM,Quick Bites,North Indian,300.0,Dine-out
Cafe 19,No,No,3.1,0,Marathahalli,Cafe,"Cafe, Fast Food",350.0,Dine-out
Khiche Chale Aao,Yes,No,4.2,0,Koramangala 6th Block,Quick Bites,"North Indian, Fast Food",300.0,Dine-out
Kerala Mess,Yes,No,3.4,19,Koramangala 1st Block,Quick Bites,Kerala,200.0,Dine-out
Cable Car,Yes,Yes,4.3,1257,Jayanagar,Casual Dining,others,1000.0,Dine-out
Breadworks,Yes,No,2.9,48,Indiranagar,others,others,500.0,Dine-out
Punjabi Tadka,Yes,No,2.8,191,HSR,Casual Dining,"North Indian, Chinese",400.0,Delivery
Tummy Fuel,Yes,No,4.1,450,Jayanagar,Cafe,others,400.0,Desserts
J Spice,Yes,No,3.8,59,Banashankari,Casual Dining,"North Indian, Chinese",750.0,Dine-out
Cafe Mamma Mia,No,No,3.7,239,Basaveshwara Nagar,others,others,600.0,Cafes
Eatzgreen,Yes,No,3.8,61,Marathahalli,Quick Bites,others,500.0,Delivery
Barbeque Station,Yes,No,2.8,152,Koramangala 7th Block,Casual Dining,others,700.0,Delivery
Lassi Xpress,No,No,3.4,7,"ITPL Main Road, Whitefield",others,others,200.0,Dine-out
Eat Eroo - Bombay Vada Pav,No,No,3.4,0,Majestic,"Takeaway, Delivery",others,200.0,Delivery
Dream a Dozen,Yes,No,4.3,134,JP Nagar,Delivery,"Bakery, Desserts",300.0,Desserts
Navab's,Yes,No,3.0,0,Koramangala 6th Block,Delivery,"North Indian, Chinese",600.0,Delivery
Hiyar Majhe Kolkata,Yes,No,4.0,245,BTM,Quick Bites,others,400.0,Delivery
Fattoush,Yes,No,4.2,1285,BTM,Casual Dining,others,900.0,Delivery
The Wok,Yes,No,2.8,89,Whitefield,others,"Chinese, Momos",500.0,Delivery
The French Loaf,Yes,No,3.5,17,Kalyan Nagar,others,"Bakery, Desserts",300.0,Desserts
Mast Kalandar,No,No,2.4,142,Electronic City,Casual Dining,North Indian,450.0,Dine-out
Risalo Restaurant,Yes,No,3.3,0,Brookefield,Quick Bites,"North Indian, Chinese",400.0,Delivery
Dambal's Veg,Yes,No,3.2,11,Yeshwantpur,Quick Bites,South Indian,250.0,Delivery
B Bhagat Tarachand,Yes,Yes,4.2,176,City Market,Casual Dining,others,700.0,Delivery
Goli Vada Pav No. 1,No,No,3.5,18,Residency Road,Quick Bites,Street Food,200.0,Dine-out
Smoke House Deli,Yes,No,4.6,2492,Lavelle Road,Casual Dining,others,1600.0,Delivery
Thalassery Restaurant,Yes,No,3.4,0,Bannerghatta Road,Casual Dining,others,600.0,Delivery
Chullah Bhatti,Yes,Yes,4.0,561,Marathahalli,Casual Dining,"North Indian, Chinese",900.0,Delivery
Talk Ease,No,No,3.1,10,City Market,Cafe,Cafe,200.0,Dine-out
Chatorezz,Yes,No,3.6,26,Marathahalli,Quick Bites,"North Indian, Chinese",250.0,Delivery
Marzipan Cafe & Bakery,Yes,No,4.2,443,Ulsoor,others,others,700.0,Desserts
Kaifu,Yes,No,4.2,418,New BEL Road,Casual Dining,others,700.0,Delivery
M.M.A. Kabab & Rolls,Yes,No,3.5,7,Frazer Town,Quick Bites,others,400.0,Dine-out
Instant Noodle Doodle,Yes,No,4.2,0,Frazer Town,Quick Bites,Fast Food,200.0,Delivery
Lot Like Crepes,Yes,No,4.7,1022,Koramangala 7th Block,others,others,550.0,Cafes
The Chef's Cake & Bakes,Yes,No,3.6,0,Ejipura,Delivery,Bakery,450.0,Delivery
Four Seasons Fast Food Center,Yes,No,3.7,136,Malleshwaram,Quick Bites,"North Indian, Chinese, Biryani",400.0,Delivery
RB Food Point,Yes,No,3.9,44,BTM,Quick Bites,"North Indian, Chinese",300.0,Delivery
Lazzet Lee,No,No,3.3,0,Lavelle Road,Quick Bites,others,400.0,Delivery
5 Degree Centigrade,No,No,3.5,0,Koramangala 7th Block,others,others,150.0,Desserts
Konaseema Grand,Yes,No,3.2,379,Whitefield,Casual Dining,others,1000.0,Delivery
Purnabramha Maharashtrian Restaurant,Yes,No,3.7,829,HSR,Casual Dining,others,850.0,Delivery
Cafe On The Way,Yes,No,4.0,275,Koramangala 3rd Block,Cafe,Cafe,500.0,Dine-out
Tree Tops Bar & Kitchen,No,Yes,4.4,130,Lavelle Road,"Casual Dining, Bar",others,1000.0,Drinks & nightlife
Cashmere Nites,Yes,No,3.5,74,Koramangala 6th Block,Casual Dining,others,600.0,Dine-out
Hotel Shyam Mangalam & Catering Service,No,No,3.5,0,Bannerghatta Road,Quick Bites,others,400.0,Delivery
Swathi Deluxe Restaurant,Yes,No,3.0,74,Shanti Nagar,Casual Dining,North Indian,500.0,Dine-out
Dining Hut,Yes,No,3.5,10,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese, South Indian",400.0,Delivery
Nandhanus Rasoi,Yes,No,3.4,9,Jayanagar,Quick Bites,others,200.0,Delivery
KKR Foodies,Yes,No,3.7,40,BTM,Quick Bites,others,400.0,Delivery
Onesta,Yes,Yes,4.4,4381,JP Nagar,others,others,600.0,Dine-out
La Passion Cafe,Yes,No,3.2,0,BTM,Cafe,Cafe,500.0,Delivery
U And N Health,No,No,3.7,0,HSR,"Takeaway, Delivery",others,400.0,Delivery
Desi Aahar,No,No,3.5,0,BTM,Quick Bites,"North Indian, Chinese, Seafood",400.0,Delivery
Sloshed,No,Yes,3.9,96,Basaveshwara Nagar,others,others,1200.0,Drinks & nightlife
Popat,Yes,No,3.2,41,Indiranagar,Quick Bites,North Indian,300.0,Delivery
Hotel Marina,No,No,2.8,26,Koramangala 6th Block,Quick Bites,"North Indian, Chinese, South Indian",400.0,Dine-out
Cafe Thulp,Yes,No,3.4,54,"ITPL Main Road, Whitefield",Cafe,others,1000.0,Dine-out
Owly,No,No,3.7,27,Koramangala,Delivery,others,350.0,Delivery
New Punjabi Pure Veg Restaurant,Yes,No,3.5,10,HSR,Quick Bites,North Indian,300.0,Delivery
Chickpet Donne Biryani House,Yes,No,3.7,80,Marathahalli,Casual Dining,others,600.0,Delivery
Foody's Lane,Yes,No,3.3,0,Koramangala 4th Block,Quick Bites,"North Indian, Chinese",450.0,Dine-out
Bake Addiction,Yes,No,4.1,91,JP Nagar,Bakery,"Bakery, Desserts",500.0,Desserts
Bamboo Shades,Yes,No,2.8,48,Electronic City,Casual Dining,others,1000.0,Delivery
Sampoorna,Yes,No,3.6,70,JP Nagar,Casual Dining,"Chinese, North Indian",600.0,Delivery
Waffle Stories,Yes,No,3.8,0,HSR,Dessert Parlor,"Desserts, Beverages",300.0,Delivery
Aamaravathi Biryani Zone,Yes,No,3.6,0,Electronic City,Delivery,Biryani,300.0,Delivery
The Tao Terraces,Yes,Yes,4.0,1912,MG Road,Casual Dining,others,2100.0,Delivery
Kwatlay Rest-O-Cafe,No,No,4.1,184,Seshadripuram,Casual Dining,others,800.0,Cafes
SOGO - Shakes On The Go,Yes,No,3.4,0,Brookefield,Dessert Parlor,"Desserts, Ice Cream",350.0,Delivery
Naidu Military Hotel,No,No,2.7,26,Shanti Nagar,Casual Dining,others,600.0,Dine-out
S K Ruchi,Yes,No,3.3,11,Banaswadi,Quick Bites,Chinese,300.0,Delivery
Indiana Burgers,Yes,No,3.3,56,Whitefield,Delivery,others,300.0,Delivery
Brik Oven,No,No,4.6,2295,Church Street,Cafe,others,1100.0,Dine-out
Kabab Magic,Yes,No,3.8,77,Richmond Road,Quick Bites,others,500.0,Dine-out
Daily Bread,No,No,3.2,63,JP Nagar,others,others,600.0,Desserts
Jalpaan,Yes,Yes,4.0,871,Jayanagar,Casual Dining,"North Indian, Continental",900.0,Dine-out
Thiruvithamkoor Restaurant,Yes,No,3.3,296,Sarjapur Road,Quick Bites,others,400.0,Dine-out
Punjabi Tandoor,Yes,No,3.6,250,Kaggadasapura,Casual Dining,"North Indian, Chinese",700.0,Delivery
Maraheb Restaurant,Yes,No,4.2,224,Kalyan Nagar,Casual Dining,Arabian,1000.0,Dine-out
Shiva Sai Andhra Hotel,No,No,3.2,4,Ejipura,Quick Bites,"South Indian, Chinese",300.0,Dine-out
Charlie Fast Food & Restaurant,No,No,4.0,0,Rajajinagar,Quick Bites,others,300.0,Dine-out
Slate Cafe,Yes,No,4.1,50,JP Nagar,Cafe,others,600.0,Cafes
The Cake Shop Mayura,No,No,3.6,13,JP Nagar,Bakery,"Bakery, Desserts",800.0,Desserts
Krishna Sagar,Yes,No,3.9,52,BTM,Quick Bites,"South Indian, North Indian, Chinese",300.0,Delivery
Pathaan Sir,Yes,No,3.4,157,Indiranagar,Quick Bites,others,300.0,Dine-out
Tumbites,Yes,No,3.9,125,Bellandur,Quick Bites,North Indian,200.0,Dine-out
The Milkshake Co and More,Yes,No,3.5,0,South Bangalore,"Takeaway, Delivery",others,250.0,Delivery
Sri Rama,No,No,3.2,4,Shivajinagar,Quick Bites,South Indian,200.0,Delivery
Midnight Mania,Yes,No,3.8,599,Marathahalli,Delivery,others,700.0,Delivery
Hotel Parampare,Yes,No,2.9,13,Koramangala 7th Block,Casual Dining,others,600.0,Dine-out
Basaveshwara Khanavali,No,No,3.5,6,Marathahalli,Quick Bites,South Indian,400.0,Dine-out
Delish Multi Cuisine Andhra Style Restaurant,No,No,3.2,0,Sarjapur Road,Casual Dining,others,600.0,Dine-out
Desi Dhaba,Yes,No,3.3,13,BTM,Delivery,"North Indian, Chinese",400.0,Delivery
Haldiram's Express,Yes,No,3.6,44,Brigade Road,others,North Indian,300.0,Dine-out
1522 - The Pub,No,Yes,4.2,1743,Koramangala 4th Block,others,others,1400.0,Delivery
Jalpaan,Yes,Yes,3.9,676,Rajajinagar,Casual Dining,"North Indian, Continental",900.0,Dine-out
Pabrai's Fresh & Naturelle Icecreams,Yes,No,4.3,324,HSR,Dessert Parlor,"Ice Cream, Desserts",180.0,Delivery
Mecaf Family Restaurant,Yes,No,3.9,214,BTM,Casual Dining,others,600.0,Delivery
Frozen Bottle,Yes,No,3.8,56,New BEL Road,others,others,400.0,Delivery
Shilpa Veg,No,No,3.6,38,Shivajinagar,Quick Bites,others,250.0,Dine-out
Curry Point,No,No,3.2,7,Whitefield,Quick Bites,North Indian,300.0,Delivery
Grills & Rolls,Yes,No,2.5,321,JP Nagar,Quick Bites,others,400.0,Dine-out
Masale Daan,Yes,No,3.3,5,Koramangala 1st Block,Delivery,North Indian,350.0,Delivery
Sandwichwallas,Yes,No,4.0,133,Basavanagudi,Quick Bites,Fast Food,200.0,Dine-out
Zodiac Grills,Yes,No,3.2,4,HSR,Quick Bites,"North Indian, Chinese",500.0,Delivery
The Pipe Rack,No,No,3.9,35,Kalyan Nagar,Casual Dining,Cafe,700.0,Delivery
Jugo Fresh,No,No,3.2,0,Marathahalli,others,others,150.0,Dine-out
Hatti Kaapi,Yes,No,4.0,89,Jayanagar,Quick Bites,others,200.0,Delivery
Dhadoom,Yes,No,3.8,26,Kalyan Nagar,Quick Bites,Fast Food,400.0,Dine-out
Chefie,Yes,No,3.5,16,BTM,"Takeaway, Delivery",others,200.0,Delivery
Adyar Ananda Bhavan - Sweets,Yes,No,3.4,6,BTM,"Takeaway, Delivery",others,200.0,Delivery
Tunday Kababi,Yes,No,3.9,1142,Koramangala 5th Block,Casual Dining,others,500.0,Delivery
New Mogul Empire,Yes,No,3.3,6,JP Nagar,Quick Bites,"North Indian, Chinese",300.0,Delivery
Ghar Ki Rasoi,Yes,No,3.7,50,Bellandur,Casual Dining,North Indian,500.0,Delivery
Fresh Pressery Cafe,Yes,No,4.1,141,Koramangala 5th Block,Cafe,others,1200.0,Dine-out
Armaani Caffe,Yes,No,3.5,12,BTM,Quick Bites,Fast Food,250.0,Delivery
Fashion Knack Cafe,No,No,3.7,18,Whitefield,Cafe,others,250.0,Cafes
Vasudev Adiga's,No,No,3.8,266,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese, Street Food",250.0,Dine-out
Food Springs,Yes,No,4.0,233,Jayanagar,Quick Bites,"South Indian, Chinese",400.0,Delivery
Bakers Town,Yes,No,3.6,42,BTM,Cafe,others,600.0,Dine-out
Ginger Greens,No,Yes,3.9,300,Kalyan Nagar,Casual Dining,others,750.0,Dine-out
The Hub - Ibis Hotel,No,No,3.5,29,Richmond Road,others,others,2200.0,Pubs and bars
Mooch Marod,No,No,4.2,93,Koramangala 6th Block,Quick Bites,North Indian,400.0,Dine-out
HVR Veg,Yes,No,4.5,96,Seshadripuram,Quick Bites,South Indian,300.0,Dine-out
Assi Tussi Lassi,Yes,No,3.6,25,Ejipura,others,others,200.0,Delivery
Bangaliana,Yes,No,2.9,154,Bannerghatta Road,Quick Bites,others,600.0,Delivery
Rustic Treats,No,No,3.3,4,Jayanagar,others,others,400.0,Cafes
Swagath Restaurant,No,No,3.2,0,Majestic,Casual Dining,others,400.0,Dine-out
Shayancafecito,No,No,3.4,0,Koramangala 5th Block,Delivery,"North Indian, Mughlai",250.0,Delivery
Star Briyani,No,No,3.4,0,Electronic City,Quick Bites,"Biryani, North Indian",200.0,Dine-out
Punjabi Nawabi,Yes,No,4.0,112,Koramangala 1st Block,Casual Dining,North Indian,500.0,Dine-out
The Good Bowl,Yes,No,3.8,33,Sanjay Nagar,"Takeaway, Delivery",others,500.0,Delivery
Antilla Aromas,Yes,No,3.7,20,Bannerghatta Road,Dessert Parlor,"Desserts, Ice Cream",300.0,Delivery
Happy Belly Bakes,Yes,No,4.2,115,MG Road,others,"Cafe, Bakery",500.0,Cafes
Eat Repeat Express,Yes,No,3.2,20,JP Nagar,Casual Dining,others,700.0,Delivery
Alif Restaurant,Yes,No,3.6,27,JP Nagar,Casual Dining,"North Indian, Chinese",600.0,Delivery
Kasol Cafe,No,No,3.2,0,Indiranagar,Quick Bites,others,400.0,Delivery
Happie Hippies,No,No,3.4,0,Vasanth Nagar,Quick Bites,others,500.0,Dine-out
Hotel Salam,Yes,No,4.1,128,HSR,Quick Bites,"North Indian, Chinese, Biryani",400.0,Dine-out
The Early bell,Yes,No,3.9,195,Whitefield,Quick Bites,"North Indian, Chinese",300.0,Delivery
Casa Express,No,No,2.6,26,Residency Road,Quick Bites,others,400.0,Dine-out
Choco Allure,No,No,3.4,5,Indiranagar,"Takeaway, Delivery",Desserts,300.0,Desserts
Roof Top Gastro Bar,No,No,3.6,0,Ulsoor,others,others,2000.0,Pubs and bars
Salt - Indian Restaurant Bar & Grill,Yes,Yes,4.4,683,Koramangala 7th Block,Casual Dining,others,1500.0,Dine-out
Shawn's Bakehouse,No,No,3.3,0,Old Airport Road,Bakery,Bakery,100.0,Delivery
Amritsari Kulcha Land,Yes,No,4.0,260,JP Nagar,Quick Bites,North Indian,300.0,Delivery
Curry Flavours,Yes,No,3.7,59,Sarjapur Road,Casual Dining,others,200.0,Delivery
ShakesBierre,No,Yes,4.4,256,Brigade Road,others,others,1500.0,Drinks & nightlife
Byblos,Yes,Yes,4.2,1347,Indiranagar,Casual Dining,others,1700.0,Delivery
Thamboola,Yes,No,3.9,135,Banashankari,Casual Dining,"North Indian, Chinese, Continental",800.0,Delivery
Tewari Bros Mithai Shoppie,Yes,No,3.8,59,Commercial Street,others,others,300.0,Delivery
UP Style North Indian Food,Yes,No,3.6,47,Jayanagar,"Takeaway, Delivery",North Indian,100.0,Delivery
Kaati Zone,Yes,No,3.3,184,Marathahalli,Quick Bites,others,350.0,Delivery
Mitraa Da Pizza,Yes,No,3.6,0,Rajajinagar,Quick Bites,others,250.0,Dine-out
Nandanam Restaurant,Yes,No,3.8,50,Electronic City,"Takeaway, Delivery","North Indian, South Indian",400.0,Delivery
Sherlock's Pub,Yes,Yes,3.8,360,Kalyan Nagar,others,others,1300.0,Delivery
Hotel Jade Empire,No,No,3.1,10,Electronic City,Casual Dining,others,700.0,Dine-out
Insta Cafe,Yes,No,2.9,7,BTM,Cafe,others,400.0,Dine-out
The Foodyz,Yes,No,3.7,43,JP Nagar,Quick Bites,"North Indian, Chinese",500.0,Delivery
Gowri Gajanand Sweets,Yes,No,4.0,63,Brookefield,others,"Mithai, Street Food",300.0,Desserts
Thottathil Restaurant,No,No,3.8,70,BTM,Quick Bites,others,300.0,Delivery
Wang's Xanadu Momo,No,No,3.8,14,HSR,Quick Bites,others,250.0,Dine-out
Sumai Foods,No,No,3.2,4,Bommanahalli,Delivery,"North Indian, Chinese, Fast Food",350.0,Delivery
The Chariot,Yes,No,2.9,50,Brigade Road,Quick Bites,"South Indian, North Indian, Chinese",350.0,Dine-out
Fujian Express,Yes,No,3.2,16,HSR,Quick Bites,others,200.0,Delivery
Sandhya Sagar,No,No,3.7,0,Shanti Nagar,Quick Bites,"North Indian, Chinese, South Indian",300.0,Delivery
Harilal ka Bihari Dhaba,Yes,No,3.5,0,Koramangala 1st Block,others,others,250.0,Delivery
Five Star Chicken,Yes,No,3.7,41,Frazer Town,Quick Bites,"Fast Food, Burger",200.0,Delivery
Star Food County,Yes,No,3.4,11,Sanjay Nagar,others,Fast Food,300.0,Dine-out
The Rice Company,No,No,3.4,0,Whitefield,Delivery,North Indian,500.0,Delivery
The Grill House,Yes,Yes,4.1,771,Ulsoor,"Casual Dining, Bar",others,1200.0,Delivery
Royal Lunch Home,No,No,3.2,0,Koramangala 2nd Block,Quick Bites,North Indian,150.0,Delivery
World Of Kebabs,No,No,3.4,5,HSR,Casual Dining,others,600.0,Dine-out
North2South Foodie,No,No,3.0,0,Marathahalli,Quick Bites,"South Indian, North Indian",400.0,Dine-out
Zoey's,Yes,No,4.3,894,Sarjapur Road,Cafe,others,600.0,Cafes
Fruit Juice Bar,No,No,3.2,0,Koramangala 6th Block,Delivery,others,300.0,Delivery
Soul Curries,No,No,3.2,0,JP Nagar,Quick Bites,South Indian,150.0,Delivery
Cafe Mozaic - Taj MG Road Bengaluru,No,Yes,4.1,563,MG Road,others,others,2500.0,Dine-out
Pancuzzi,Yes,No,4.2,171,JP Nagar,Cafe,others,600.0,Desserts
Masala Dani - The Paul,No,No,3.7,56,Domlur,Casual Dining,others,1800.0,Dine-out
Krussh,No,No,3.6,0,Kammanahalli,Quick Bites,Fast Food,100.0,Dine-out
Food Junction,No,No,3.5,42,BTM,Quick Bites,others,400.0,Delivery
Thai Chy,Yes,Yes,4.3,442,Indiranagar,Casual Dining,others,1200.0,Delivery
Baahubelly,No,No,3.7,68,Brigade Road,Casual Dining,"South Indian, North Indian",500.0,Dine-out
Akshaya Grand,Yes,No,3.4,29,BTM,Casual Dining,North Indian,750.0,Delivery
Eat Well,Yes,No,3.5,33,Indiranagar,Quick Bites,"North Indian, Chinese",400.0,Delivery
Warm Oven,Yes,No,4.0,27,Malleshwaram,Bakery,"Bakery, Desserts",500.0,Desserts
Wahab,Yes,No,3.7,98,Jayanagar,Quick Bites,"North Indian, Mughlai, Chinese",350.0,Delivery
Andhra Spicy Food Court,Yes,No,3.2,22,Electronic City,Quick Bites,"Andhra, Biryani",400.0,Dine-out
Guzzlers Inn,No,No,4.0,949,Brigade Road,others,"North Indian, Chinese",1100.0,Drinks & nightlife
Chai Point,No,No,4.0,293,Koramangala 6th Block,others,others,250.0,Dine-out
South Calcutta Sweets & Chat,No,No,3.4,0,Shivajinagar,Quick Bites,others,200.0,Desserts
Fresh Pressery Cafe,No,No,4.0,105,Lavelle Road,others,others,1200.0,Dine-out
Bangalore Agarwal Bhavan,No,No,3.2,4,Bellandur,others,others,200.0,Dine-out
Chetty's Coffee,Yes,No,3.7,18,MG Road,Quick Bites,South Indian,200.0,Dine-out
Vishal Foods,Yes,No,3.8,0,Bellandur,Quick Bites,Fast Food,300.0,Delivery
Jaishree Pavilion,No,No,3.7,34,Thippasandra,Casual Dining,"North Indian, South Indian, Chinese",700.0,Delivery
Kapoor's Cafe,No,No,4.2,3021,Whitefield,Casual Dining,North Indian,800.0,Delivery
Barbeque Nation,No,Yes,4.7,3617,Koramangala 1st Block,Casual Dining,others,1600.0,Buffet
Mumbai Xpress,Yes,No,3.7,418,New BEL Road,Quick Bites,others,400.0,Delivery
Body Temple,Yes,No,3.3,12,BTM,Quick Bites,others,500.0,Dine-out
Empire Restaurant,Yes,No,4.4,4884,Jayanagar,Casual Dining,others,750.0,Buffet
